Match,Resultat,date,score_home,score_away,played_1,played_X,played_2,odds_1,odds_X,odds_2,home,away,outcome,odds_outcome
Skelleft. - Luleå,2 - 3,2019-10-22,2 , 3,44,24,32,"2,22","4,10","2,90",Skellefteå AIK,Luleå HF,2,"2,90"
Ambri - Bern,2 - 5,2019-10-22,2 , 5,33,22,45,"2,50","4,15","2,28",Ambri , Bern,2,"2,28"
Fribourg - SCL,0 - 1,2019-10-22,0 , 1,51,22,27,"2,11","4,15","2,73",Fribourg , SCL,2,"2,73"
Lausanne - Zug,2 - 1,2019-10-22,2 , 1,37,22,41,"2,46","4,20","2,30",Lausanne , Zug,1,"2,46"
Rappersw. - EHC Biel,5 - 3,2019-10-22,5 , 3,21,20,59,"3,00","4,15","1,98",Rappersw. , EHC Biel,1,"3,00"
ZSC Lions - Servette,2 - 0,2019-10-22,2 , 0,64,17,19,"1,76","4,45","3,47",ZSC Lions , Servette,1,"1,76"
NY Ranger - Arizona,2 - 2,2019-10-22,2 , 2,39,22,39,"2,57","4,05","2,40",NY Ranger , Arizona,X,"4,05"
Detroit - Vancouver,2 - 5,2019-10-22,2 , 5,28,22,50,"2,73","3,85","2,35",Detroit , Vancouver,2,"2,35"
Björklöv. - Timrå,3 - 1,2019-10-23,3 , 1,43,25,32,"2,15","4,15","2,95",IF Björklöven,Timrå IK,1,"2,15"
BIK Karls - Karlskron,5 - 1,2019-10-23,5 , 1,74,13,13,"1,72","4,65","3,95",BIK Karlskoga,Karlskrona HK,1,"1,72"
Kristian. - Almtuna,2 - 2,2019-10-23,2 , 2,38,22,40,"2,33","4,00","2,68",Kristianstads IK,Almtuna IS,X,"4,00"
Tingsryd - MODO,0 - 4,2019-10-23,0 , 4,27,20,53,"3,15","4,70","1,92",Tingsryds AIF,MODO Hockey,2,"1,92"
Vita Häst - Västerås,0 - 1,2019-10-23,0 , 1,32,21,47,"2,85","4,15","2,17",HC Vita Hästen,Västerås IK,2,"2,17"
Västervik - Mora,2 - 2,2019-10-23,2 , 2,49,20,31,"2,20","4,05","2,87",Västerviks IK,Mora IK,X,"4,05"
Tranås - Kall./Rby,3 - 4,2019-10-23,3 , 4,38,21,41,"2,24","4,40","2,46",Tranås , Kall./Rby,2,"2,46"
Skövde - Lindlöven,2 - 2,2019-10-23,2 , 2,46,20,34,"2,12","4,90","2,43",Skövde , Lindlöven,X,"4,90"
Brynäs - Rögle,1 - 1,2019-10-24,1 , 1,30,18,52,"2,80","4,20","2,25",Brynäs IF,Rögle BK,X,"4,20"
Djurgård. - Frölunda,2 - 2,2019-10-24,2 , 2,37,23,40,"2,37","4,25","2,62",Djurgårdens IF,Frölunda HC,X,"4,25"
HV71 - Växjö Lak,4 - 1,2019-10-24,4 , 1,52,21,27,"2,18","4,10","2,97",HV 71,Växjö Lakers HC,1,"2,18"
Leksand - Örebro,3 - 5,2019-10-24,3 , 5,36,20,44,"2,48","4,65","2,36",Leksands IF,Örebro HK,2,"2,36"
Linköping - Färjestad,3 - 3,2019-10-24,3 , 3,19,17,64,"3,08","4,55","2,01",Linköping HC,Färjestad BK,X,"4,55"
NY Ranger - Buffalo,6 - 2,2019-10-24,6 , 2,33,23,44,"2,57","4,15","2,39",NY Ranger , Buffalo,1,"2,57"
Nashville - Minnesota,4 - 0,2019-10-24,4 , 0,62,19,19,"1,95","4,05","3,42",Nashville , Minnesota,1,"1,95"
Columbus - Carolina,3 - 3,2019-10-24,3 , 3,34,25,41,"2,67","4,15","2,30",Columbus , Carolina,X,"4,15"
Almtuna - Vita Häst,4 - 4,2019-10-25,4 , 4,45,23,32,"2,32","3,90","2,77",Almtuna IS,HC Vita Hästen,X,"3,90"
Karlskron - AIK,2 - 2,2019-10-25,2 , 2,40,25,35,"2,24","4,15","2,75",Karlskrona HK,Skellefteå AIK,X,"4,15"
MODO - BIK Karls,4 - 3,2019-10-25,4 , 3,59,20,21,"1,68","4,90","3,95",MODO Hockey,BIK Karlskoga,1,"1,68"
Mora - Björklöv.,1 - 6,2019-10-25,1 , 6,23,23,54,"3,22","4,00","2,04",Mora IK,IF Björklöven,2,"2,04"
Södertäl. - Västervik,4 - 1,2019-10-25,4 , 1,47,23,30,"1,93","4,30","3,32",Södertälje SK,Västerviks IK,1,"1,93"
Timrå - Kristian.,2 - 3,2019-10-25,2 , 3,80,12,8,"1,42","5,35","6,20",Timrå IK,Kristianstads IK,2,"6,20"
Bodens HF - Piteå,5 - 3,2019-10-25,5 , 3,46,27,27,"1,70","4,75","3,48",Bodens HF , Piteå,1,"1,70"
Linden - Köping,2 - 3,2019-10-25,2 , 3,58,20,22,"1,85","4,95","2,90",Linden ,Linköping HC,2,"2,90"
Brynäs - Leksand,2 - 2,2019-10-26,2 , 2,54,22,24,"1,73","4,65","4,05",Brynäs IF,Leksands IF,X,"4,65"
Djurgård. - Oskarsh.,2 - 2,2019-10-26,2 , 2,81,11,8,"1,28","6,85","8,90",Djurgårdens IF,IK Oskarshamn,X,"6,85"
Frölunda - Skelleft.,5 - 1,2019-10-26,5 , 1,59,22,19,"1,73","4,40","4,25",Frölunda HC,Skellefteå AIK,1,"1,73"
Färjestad - HV71,3 - 2,2019-10-26,3 , 2,45,27,28,"1,94","4,25","3,47",Färjestad BK,HV 71,1,"1,94"
Luleå - Malmö,3 - 0,2019-10-26,3 , 0,65,20,15,"1,81","4,10","4,10",Luleå HF,IF Malmö Redhawks,1,"1,81"
Rögle - Örebro,2 - 3,2019-10-26,2 , 3,53,23,24,"1,88","4,20","3,70",Rögle BK,Örebro HK,2,"3,70"
Växjö Lak - Linköping,6 - 2,2019-10-26,6 , 2,52,24,24,"1,70","4,25","4,60",Växjö Lakers HC,Linköping HC,1,"1,70"
Carolina - Chicago,4 - 0,2019-10-26,4 , 0,46,26,28,"1,86","4,40","3,50",Carolina , Chicago,1,"1,86"
AIK - Västerås,4 - 5,2019-10-27,4 , 5,30,23,47,"2,77","3,95","2,29",AIK,Västerås IK,2,"2,29"
BIK Karls - Almtuna,5 - 2,2019-10-27,5 , 2,65,19,16,"1,58","4,65","4,90",BIK Karlskoga,Almtuna IS,1,"1,58"
Mora - Södertäl.,4 - 3,2019-10-27,4 , 3,42,24,34,"2,33","3,90","2,72",Mora IK,Södertälje SK,1,"2,33"
Timrå - Vita Häst,5 - 5,2019-10-27,5 , 5,69,18,13,"1,61","4,55","4,80",Timrå IK,HC Vita Hästen,X,"4,55"
Tingsryd - Kristian.,2 - 2,2019-10-27,2 , 2,48,25,27,"1,98","4,15","3,27",Tingsryds AIF,Kristianstads IK,X,"4,15"
Björklöv. - Karlskron,5 - 2,2019-10-27,5 , 2,75,14,11,"1,50","4,80","5,60",IF Björklöven,Karlskrona HK,1,"1,50"
Västervik - MODO,4 - 5,2019-10-27,4 , 5,19,22,59,"3,55","4,30","1,86",Västerviks IK,MODO Hockey,2,"1,86"
Huddinge - Visby/Rom,1 - 4,2019-10-27,1 , 4,39,26,35,"1,97","4,90","2,65",Huddinge IK, Visby/Rom,2,"2,65"
HV71 Dam - Luleå Dam,6 - 2,2019-10-28,6 , 2,66,15,19,"1,50","5,30","3,90",HV 71,Luleå HF,1,"1,50"
Göteb. D - MODO Dam,2 - 2,2019-10-28,2 , 2,20,17,63,"4,15","5,35","1,46",Göteb. D , MODO Dam,X,"5,35"
Piteå - Bodens HF,0 - 0,2019-10-28,0 , 0,36,25,39,"2,88","4,00","2,04",Piteå , Bodens HF,X,"4,00"
SCL - EHC Biel,2 - 2,2019-10-28,2 , 2,32,24,44,"2,30","4,00","2,53",SCL , EHC Biel,X,"4,00"
Vancouver - Florida,7 - 2,2019-10-28,7 , 2,48,22,30,"2,25","4,15","2,75",Vancouver , Florida,1,"2,25"
Vancouver - Florida,0 - 1,2019-10-28,0 , 1,31,47,22,,,,Vancouver , Florida,2,
Buffalo - Arizona,2 - 2,2019-10-28,2 , 2,56,20,24,"2,26","4,05","2,77",Buffalo , Arizona,X,"4,05"
Buffalo - Arizona,0 - 0,2019-10-28,0 , 0,29,48,23,,,,Buffalo , Arizona,X,
Brynäs - Malmö,2 - 5,2019-10-29,2 , 5,49,24,27,"2,07","4,20","3,13",Brynäs IF,IF Malmö Redhawks,2,"3,13"
Djurgård. - Rögle,1 - 5,2019-10-29,1 , 5,42,26,32,"2,19","4,10","2,95",Djurgårdens IF,Rögle BK,2,"2,95"
Mannheim - Iserlohn,5 - 7,2019-10-29,5 , 7,79,13,8,"1,42","4,95","5,75",Mannheim , Iserlohn,2,"5,75"
Bern - Fribourg,1 - 2,2019-10-29,1 , 2,65,19,16,"1,70","4,20","3,95",Bern , Fribourg,2,"3,95"
EHC Biel - ZSC Lions,3 - 3,2019-10-29,3 , 3,32,25,43,"2,58","4,05","2,25",EHC Biel , ZSC Lions,X,"4,05"
Lugano - Ambri,3 - 3,2019-10-29,3 , 3,61,22,17,"1,71","4,10","4,00",Lugano , Ambri,X,"4,10"
Rappersw. - Lausanne,2 - 5,2019-10-29,2 , 5,37,25,38,"2,80","3,70","2,21",Rappersw. , Lausanne,2,"2,21"
Servette - Zug,2 - 4,2019-10-29,2 , 4,39,25,36,"2,85","3,95","2,09",Servette , Zug,2,"2,09"
Almtuna - AIK,2 - 2,2019-10-30,2 , 2,46,22,32,"2,30","4,15","2,65",Almtuna IS,Skellefteå AIK,X,"4,15"
Karlskron - Mora,4 - 2,2019-10-30,4 , 2,41,24,35,"2,16","4,00","2,95",Karlskrona HK,Mora IK,1,"2,16"
Kristian. - BIK Karls,1 - 2,2019-10-30,1 , 2,23,21,56,"2,87","4,35","2,11",Kristianstads IK,BIK Karlskoga,2,"2,11"
Södertäl. - Timrå,3 - 1,2019-10-30,3 , 1,26,20,54,"3,00","4,30","2,06",Södertälje SK,Timrå IK,1,"3,00"
Vita Häst - Tingsryd,2 - 2,2019-10-30,2 , 2,53,21,26,"1,91","4,20","3,45",HC Vita Hästen,Tingsryds AIF,X,"4,20"
Västerås - Västervik,0 - 3,2019-10-30,0 , 3,73,14,13,"1,57","4,75","4,90",Västerås IK,Västerviks IK,2,"4,90"
Kirun AIF - Kiruna IF,4 - 1,2019-10-30,4 , 1,42,24,34,"2,41","4,30","2,28",Kirun AIF , Kiruna IF,1,"2,41"
Kalix - Teg,5 - 1,2019-10-30,5 , 1,38,23,39,"2,32","4,45","2,32",Kalix , Teg,1,"2,32"
Linköping - HV71,5 - 3,2019-10-31,5 , 3,24,20,56,"2,82","4,15","2,26",Linköping HC,HV 71,1,"2,82"
Luleå - Rögle,4 - 1,2019-10-31,4 , 1,49,24,27,"1,88","4,05","3,85",Luleå HF,Rögle BK,1,"1,88"
Malmö - Frölunda,3 - 2,2019-10-31,3 , 2,22,20,58,"2,95","4,60","2,06",IF Malmö Redhawks,Frölunda HC,1,"2,95"
Oskarsh. - Brynäs,2 - 2,2019-10-31,2 , 2,31,22,47,"3,10","4,35","2,05",IK Oskarshamn,Brynäs IF,X,"4,35"
Växjö Lak - Leksand,2 - 4,2019-10-31,2 , 4,69,16,15,"1,60","4,85","4,75",Växjö Lakers HC,Leksands IF,2,"4,75"
Örebro - Färjestad,5 - 2,2019-10-31,5 , 2,36,23,41,"2,45","4,40","2,47",Örebro HK,Färjestad BK,1,"2,45"
Skelleft. - Djurgård.,4 - 0,2019-10-31,4 , 0,51,22,27,"2,02","4,35","3,17",Skellefteå AIK,Djurgårdens IF,1,"2,02"
Skellefteå - Djurgården,0 - 0,2019-10-31,0 , 0,31,48,21,,,,Skellefteå AIK,Djurgårdens IF,X,
AIK - Kristian.,2 - 4,2019-11-01,2 , 4,45,24,31,"1,94","4,30","3,30",AIK,Kristianstads IK,2,"3,30"
BIK Karls - Vita Häst,4 - 4,2019-11-01,4 , 4,68,16,16,"1,63","5,00","4,20",BIK Karlskoga,HC Vita Hästen,X,"5,00"
Björklöv. - Västerås,0 - 2,2019-11-01,0 , 2,66,18,16,"1,70","4,50","4,15",IF Björklöven,Västerås IK,2,"4,15"
Mora - MODO,1 - 5,2019-11-01,1 , 5,20,22,58,"4,20","4,60","1,68",Mora IK,MODO Hockey,2,"1,68"
Södertäl. - Karlskron,3 - 6,2019-11-01,3 , 6,50,22,28,"1,95","4,45","3,18",Södertälje SK,Karlskrona HK,2,"3,18"
Timrå - Tingsryd,3 - 2,2019-11-01,3 , 2,62,20,18,"1,53","4,75","5,25",Timrå IK,Tingsryds AIF,1,"1,53"
Västervik - Almtuna,6 - 3,2019-11-01,6 , 3,46,24,30,"2,15","4,15","2,90",Västerviks IK,Almtuna IS,1,"2,15"
Visby/Rom - Väsby,3 - 2,2019-11-01,3 , 2,46,25,29,"2,10","4,70","2,50",Visby/Rom , Väsby,1,"2,10"
Brynäs - Frölunda,3 - 1,2019-11-02,3 , 1,24,20,56,"3,12","4,65","1,97",Brynäs IF,Frölunda HC,1,"3,12"
HV71 - Oskarsh.,7 - 1,2019-11-02,7 , 1,72,16,12,"1,40","5,45","6,85",HV 71,IK Oskarshamn,1,"1,40"
Malmö - Leksand,1 - 4,2019-11-02,1 , 4,58,20,22,"1,69","4,50","4,35",IF Malmö Redhawks,Leksands IF,2,"4,35"
Rögle - Linköping,2 - 2,2019-11-02,2 , 2,62,19,19,"1,74","4,70","3,95",Rögle BK,Linköping HC,X,"4,70"
Färjestad - Djurgård.,4 - 1,2019-11-02,4 , 1,58,22,20,"1,81","4,70","3,65",Färjestad BK,Djurgårdens IF,1,"1,81"
Skelleft. - Örebro,1 - 2,2019-11-02,1 , 2,45,24,31,"2,05","4,45","3,05",Skellefteå AIK,Örebro HK,2,"3,05"
Växjö Lak - Luleå,3 - 1,2019-11-02,3 , 1,30,24,46,"2,50","4,15","2,50",Växjö Lakers HC,Luleå HF,1,"2,50"
Nashville - NY Ranger,1 - 2,2019-11-02,1 , 2,54,23,23,"1,59","4,95","4,55",Nashville , NY Ranger,2,"4,55"
Kristian. - Västervik,4 - 1,2019-11-03,4 , 1,41,23,36,"2,13","4,30","2,85",Kristianstads IK,Västerviks IK,1,"2,13"
Timrå - Karlskron,0 - 3,2019-11-03,0 , 3,62,18,20,"1,60","4,75","4,70",Timrå IK,Karlskrona HK,2,"4,70"
Vita Häst - AIK,2 - 2,2019-11-03,2 , 2,50,22,28,"2,03","4,20","3,10",HC Vita Hästen,Skellefteå AIK,X,"4,20"
MODO - Södertäl.,9 - 3,2019-11-03,9 , 3,73,13,14,"1,47","5,35","5,35",MODO Hockey,Södertälje SK,1,"1,47"
Tingsryd - BIK Karls,2 - 5,2019-11-03,2 , 5,29,23,48,"2,70","4,25","2,24",Tingsryds AIF,BIK Karlskoga,2,"2,24"
Västerås - Mora,4 - 1,2019-11-03,4 , 1,65,17,18,"1,65","4,40","4,60",Västerås IK,Mora IK,1,"1,65"
Vimmerby - Halmstad,1 - 1,2019-11-03,1 , 1,43,21,36,"2,00","4,45","2,77",Vimmerby , Halmstad,X,"4,45"
Wings Arl - Strömsbro,6 - 3,2019-11-03,6 , 3,42,24,34,"2,20","4,70","2,38",Wings Arl , Strömsbro,1,"2,20"
Jaroslavl - Vladivost,2 - 5,2019-11-04,2 , 5,66,18,16,"1,52","4,70","5,20",Jaroslavl , Vladivost,2,"5,20"
Nizjnekam - CSKA Mosk,4 - 1,2019-11-04,4 , 1,19,20,61,"6,05","4,55","1,48",Nizjnekam , CSKA Mosk,1,"6,05"
Tjerepove - Kazan,0 - 2,2019-11-04,0 , 2,17,22,61,"4,50","4,25","1,65",Tjerepove , Kazan,2,"1,65"
Vitjaz - T Novgoro,3 - 3,2019-11-04,3 , 3,40,25,35,"2,29","3,90","2,70",HC Vita Hästen, T Novgoro,X,"3,90"
Boston - Pittsb.,6 - 4,2019-11-04,6 , 4,50,23,27,"1,97","4,20","3,27",Boston , Pittsb.,1,"1,97"
NY Ranger - Ottawa,2 - 6,2019-11-04,2 , 6,53,23,24,"1,87","4,55","3,35",NY Ranger , Ottawa,2,"3,35"
Detroit - Nashville,1 - 6,2019-11-04,1 , 6,28,23,49,"3,70","4,45","1,79",Detroit , Nashville,2,"1,79"
Edmonton - Arizona,2 - 2,2019-11-04,2 , 2,43,27,30,"2,27","4,05","2,75",Edmonton , Arizona,X,"4,05"
Columbus - Vegas,1 - 2,2019-11-05,1 , 2,30,24,46,"2,90","4,35","2,11",Columbus , Vegas,2,"2,11"
Philadel. - Carolina,4 - 1,2019-11-05,4 , 1,32,24,44,"2,55","4,25","2,37",Philadel. , Carolina,1,"2,55"
Montreal - Boston,5 - 4,2019-11-05,5 , 4,32,23,45,"2,46","3,80","2,62",Montreal , Boston,1,"2,46"
Dallas - Colorado,4 - 1,2019-11-05,4 , 1,56,21,23,"2,04","4,20","3,10",IF Sundsvall Hockey, Colorado,1,"2,04"
Calgary - Arizona,3 - 3,2019-11-05,3 , 3,54,21,25,"1,88","4,20","3,55",Calgary , Arizona,X,"4,20"
Anaheim - Minnesota,2 - 4,2019-11-05,2 , 4,54,21,25,"2,30","4,10","2,68",Anaheim , Minnesota,2,"2,68"
Vancouver - St.Louis,1 - 1,2019-11-05,1 , 1,49,23,28,"2,25","4,20","2,72",Vancouver , St.Louis,X,"4,20"
San Jose - Chicago,4 - 2,2019-11-05,4 , 2,47,23,30,"1,99","4,35","3,13",San Jose , Chicago,1,"1,99"
Kalix - Piteå,2 - 4,2019-11-06,2 , 4,36,24,40,"3,20","4,65","1,80",Kalix , Piteå,2,"1,80"
Kalmar - Vimmerby,3 - 1,2019-11-06,3 , 1,50,23,27,"1,79","4,90","3,08",Kalmar , Vimmerby,1,"1,79"
Mörrum - Kall./Rby,1 - 2,2019-11-06,1 , 2,27,22,51,"3,05","4,65","1,84",Mörrum , Kall./Rby,2,"1,84"
Köping - Nyköping,3 - 4,2019-11-06,3 , 4,27,23,50,"3,50","5,30","1,63",Linköping HC,Nyköpings HK,2,"1,63"
Forshaga - Mariestad,1 - 3,2019-11-06,1 , 3,23,22,55,"3,50","5,15","1,64",Forshaga ,Mariestad BoIS HC,2,"1,64"
Linden - Grums,1 - 1,2019-11-06,1 , 1,22,21,57,"3,60","5,20","1,62",Linden , Grums,X,"5,20"
Tyre Hanv - Wings Arl,5 - 3,2019-11-06,5 , 3,21,20,59,"3,80","5,40","1,56",Tyre Hanv , Wings Arl,1,"3,80"
Strömsbro - Sollentun,4 - 2,2019-11-06,4 , 2,60,20,20,"1,67","5,15","3,40",Strömsbro , Sollentun,1,"1,67"
Tjeckien - Sverige,3 - 1,2019-11-07,3 , 1,30,23,47,"3,25","4,40","1,98",Tjeckien , Sverige,1,"3,25"
Carolina - NY Ranger,2 - 4,2019-11-07,2 , 4,58,18,24,"1,60","4,90","4,50",Carolina , NY Ranger,2,"4,50"
Florida - Washingt.,4 - 4,2019-11-07,4 , 4,33,25,42,"2,37","4,30","2,52",Florida , Washingt.,X,"4,30"
NY Island - Pittsb.,3 - 3,2019-11-07,3 , 3,51,21,28,"2,47","4,10","2,47",NY Island , Pittsb.,X,"4,10"
Toronto - Vegas,1 - 1,2019-11-07,1 , 1,47,24,29,"2,15","4,25","2,85",Toronto , Vegas,X,"4,25"
Chicago - Vancouver,5 - 2,2019-11-07,5 , 2,28,24,48,"2,85","4,20","2,16",Chicago , Vancouver,1,"2,85"
Colorado - Nashville,9 - 4,2019-11-07,9 , 4,26,21,53,"2,80","4,20","2,19",Colorado , Nashville,1,"2,80"
San Jose - Minnesota,6 - 5,2019-11-07,6 , 5,49,24,27,"2,08","4,05","3,10",San Jose , Minnesota,1,"2,08"
Buffalo - Tampa Bay,2 - 3,2019-11-08,2 , 3,31,23,46,"3,20","4,50","1,94",Buffalo , Tampa Bay,2,"1,94"
Detroit - Boston,4 - 2,2019-11-08,4 , 2,20,16,64,"4,55","5,10","1,57",Detroit , Boston,1,"4,55"
Winnipeg - Vancouver,4 - 1,2019-11-08,4 , 1,46,22,32,"2,29","4,20","2,65",Winnipeg , Vancouver,1,"2,29"
Edmonton - N.Jersey,4 - 0,2019-11-08,4 , 0,59,19,22,"2,00","4,35","3,10",Edmonton , N.Jersey,1,"2,00"
Char Chec - Springfie,2 - 1,2019-11-08,2 , 1,40,25,35,"2,35","4,00","2,40",Char Chec , Springfie,1,"2,35"
Clev Mons - Laval.R,1 - 2,2019-11-08,1 , 2,53,25,22,"1,98","4,10","2,93",Clev Mons , Laval.R,2,"2,93"
Rapi Grif - Toronto M,4 - 1,2019-11-08,4 , 1,26,23,51,"2,41","4,15","2,30",Rapi Grif , Toronto M,1,"2,41"
Syra Crun - Bellevil,3 - 3,2019-11-08,3 , 3,42,26,32,"2,12","4,15","2,62",Syra Crun , Bellevil,X,"4,15"
MODO - Björklöv.,3 - 1,2019-11-09,3 , 1,49,24,27,"2,01","4,10","3,30",MODO Hockey,IF Björklöven,1,"2,01"
Västerås - BIK Karls,1 - 4,2019-11-09,1 , 4,44,24,32,"2,18","4,35","2,80",Västerås IK,BIK Karlskoga,2,"2,80"
Borås HC - Vimmerby,2 - 2,2019-11-09,2 , 2,29,22,49,"3,55","4,70","1,70",Borås HC, Vimmerby,X,"4,70"
Grums - Forshaga,3 - 2,2019-11-09,3 , 2,61,18,21,"2,08","4,90","2,48",Grums , Forshaga,1,"2,08"
Kirun AIF - Östersund,3 - 8,2019-11-09,3 , 8,20,18,62,"3,70","4,80","1,65",Kirun AIF , Östersund,2,"1,65"
Finland - Tjeckien,2 - 2,2019-11-09,2 , 2,61,19,20,"1,67","4,20","4,25",Finland , Tjeckien,X,"4,20"
NY Island - Florida,2 - 1,2019-11-09,2 , 1,46,25,29,"2,36","4,20","2,57",NY Island , Florida,1,"2,36"
Tampa Bay - Buffalo,5 - 3,2019-11-09,5 , 3,47,25,28,"1,95","4,25","3,30",Tampa Bay , Buffalo,1,"1,95"
Finland - Sverige,2 - 1,2019-11-10,2 , 1,52,22,26,"1,74","4,95","3,75",Finland , Sverige,1,"1,74"
Kiruna IF - Östersund,5 - 1,2019-11-10,5 , 1,19,16,65,"3,35","4,70","1,74",Kiruna IF , Östersund,1,"3,35"
Kall./Rby - Halmstad,6 - 8,2019-11-10,6 , 8,60,20,20,"1,64","4,80","3,80",Kall./Rby , Halmstad,2,"3,80"
Tranås - Mörrum,4 - 1,2019-11-10,4 , 1,57,20,23,"1,78","4,60","3,25",Tranås , Mörrum,1,"1,78"
Vallentun - Strömsbro,4 - 2,2019-11-10,4 , 2,52,21,27,"2,05","4,85","2,55",Vallentun , Strömsbro,1,"2,05"
NY Ranger - Florida,5 - 5,2019-11-10,5 , 5,42,25,33,"2,57","4,25","2,34",NY Ranger , Florida,X,"4,25"
Winnipeg - Dallas,2 - 2,2019-11-10,2 , 2,36,26,38,"2,50","4,00","2,48",Winnipeg , Dallas,X,"4,00"
Vancouver - N.Jersey,1 - 2,2019-11-10,1 , 2,52,23,25,"2,00","4,35","3,12",Vancouver , N.Jersey,2,"3,12"
Almtuna - Södertäl.,2 - 2,2019-11-11,2 , 2,45,24,31,"2,19","4,25","2,80",Almtuna IS,Södertälje SK,X,"4,25"
BIK Karls - AIK,6 - 1,2019-11-11,6 , 1,70,15,15,"1,65","4,80","4,20",BIK Karlskoga,Skellefteå AIK,1,"1,65"
Björklöv. - Vita Häst,5 - 3,2019-11-11,5 , 3,68,17,15,"1,56","4,70","5,00",IF Björklöven,HC Vita Hästen,1,"1,56"
Kristian. - Mora,2 - 2,2019-11-11,2 , 2,51,22,27,"1,96","4,40","3,20",Kristianstads IK,Mora IK,X,"4,40"
Tingsryd - Västervik,2 - 2,2019-11-11,2 , 2,44,25,31,"2,10","4,25","2,93",Tingsryds AIF,Västerviks IK,X,"4,25"
Västerås - Karlskron,2 - 2,2019-11-11,2 , 2,52,21,27,"1,87","4,30","3,55",Västerås IK,Karlskrona HK,X,"4,30"
Väsby - Huddinge,1 - 6,2019-11-11,1 , 6,46,23,31,"1,88","4,90","2,85",Väsby ,Huddinge IK,2,"2,85"
Washingt. - Arizona,3 - 3,2019-11-11,3 , 3,60,21,19,"1,90","4,35","3,40",Washingt. , Arizona,X,"4,35"
Färjestad - Frölunda,6 - 3,2019-11-12,6 , 3,41,26,33,"2,08","4,45","2,90",Färjestad BK,Frölunda HC,1,"2,08"
Skelleft. - Djurgård.,3 - 3,2019-11-12,3 , 3,51,23,26,"2,04","4,45","2,78",Skellefteå AIK,Djurgårdens IF,X,"4,45"
Bern - Luleå,0 - 3,2019-11-12,0 , 3,31,24,45,"2,22","4,15","2,62",Bern ,Luleå HF,2,"2,62"
Plzen - Lausanne,1 - 2,2019-11-12,1 , 2,53,23,24,"2,03","4,15","2,93",Plzen , Lausanne,2,"2,93"
Tappara - Zug,3 - 3,2019-11-12,3 , 3,65,18,17,"1,92","4,55","3,00",Tappara , Zug,X,"4,55"
Augsburge - EHC Biel,2 - 2,2019-11-12,2 , 2,29,26,45,"2,38","4,10","2,43",Augsburge , EHC Biel,X,"4,10"
Fribourg - Servette,1 - 1,2019-11-12,1 , 1,42,27,31,"2,14","4,15","2,70",Fribourg , Servette,X,"4,15"
ZSC Lions - Lugano,7 - 2,2019-11-12,7 , 2,69,16,15,"1,71","4,25","3,85",ZSC Lions , Lugano,1,"1,71"
AIK - Timrå,1 - 5,2019-11-13,1 , 5,27,22,51,"3,10","4,35","2,00",AIK,Timrå IK,2,"2,00"
Karlskron - Almtuna,4 - 3,2019-11-13,4 , 3,63,20,17,"1,91","4,00","3,60",Karlskrona HK,Almtuna IS,1,"1,91"
MODO - Västerås,7 - 3,2019-11-13,7 , 3,62,19,19,"1,76","4,55","3,80",MODO Hockey,Västerås IK,1,"1,76"
Mora - Vita Häst,2 - 5,2019-11-13,2 , 5,41,25,34,"2,48","4,05","2,48",Mora IK,HC Vita Hästen,2,"2,48"
Södertäl. - Kristian.,2 - 2,2019-11-13,2 , 2,48,24,28,"2,16","3,90","3,00",Södertälje SK,Kristianstads IK,X,"3,90"
Tingsryd - Björklöv.,0 - 4,2019-11-13,0 , 4,18,21,61,"3,38","4,55","1,86",Tingsryds AIF,IF Björklöven,2,"1,86"
Västervik - BIK Karls,1 - 1,2019-11-13,1 , 1,23,21,56,"2,97","4,65","2,01",Västerviks IK,BIK Karlskoga,X,"4,65"
Halmstad - Tranås,3 - 3,2019-11-13,3 , 3,37,25,38,"2,67","4,40","2,06",Halmstad , Tranås,X,"4,40"
Djurgård. - Luleå,1 - 3,2019-11-14,1 , 3,33,25,42,"2,60","4,10","2,42",Djurgårdens IF,Luleå HF,2,"2,42"
Färjestad - Brynäs,2 - 1,2019-11-14,2 , 1,71,15,14,"1,63","4,85","4,50",Färjestad BK,Brynäs IF,1,"1,63"
HV71 - Rögle,5 - 0,2019-11-14,5 , 0,43,25,32,"2,19","4,10","2,95",HV 71,Rögle BK,1,"2,19"
Linköping - Leksand,4 - 1,2019-11-14,4 , 1,48,23,29,"2,09","4,30","3,05",Linköping HC,Leksands IF,1,"2,09"
Malmö - Oskarsh.,4 - 1,2019-11-14,4 , 1,72,16,12,"1,52","5,05","5,50",IF Malmö Redhawks,IK Oskarshamn,1,"1,52"
Skelleft. - Växjö Lak,1 - 4,2019-11-14,1 , 4,52,23,25,"2,05","4,25","3,15",Skellefteå AIK,Växjö Lakers HC,2,"3,15"
Frölunda - Örebro,4 - 1,2019-11-14,4 , 1,54,21,25,"1,77","4,90","3,70",Frölunda HC,Örebro HK,1,"1,77"
Frölunda - Örebro HK,0 - 1,2019-11-14,0 , 1,31,47,22,,,,Frölunda HC,Örebro HK,2,
Almtuna - Västerås,2 - 1,2019-11-15,2 , 1,30,23,47,"2,67","4,35","2,24",Almtuna IS,Västerås IK,1,"2,67"
MODO - Kristian.,3 - 1,2019-11-15,3 , 1,79,13,8,"1,42","5,25","6,35",MODO Hockey,Kristianstads IK,1,"1,42"
