date,game,score,periodscore,spectators,schedule_id,game_id,league,season,home,away,score_home,score_away,p1score,p2score,p3score,p4score,p5score,p1score_home,p1score_away,p2score_home,p2score_away,p3score_home,p3score_away,p4score_home,p4score_away,p5score_home,p5score_away,result,result_p1,result_p2,result_p3,result_p4,result_p5
2010-11-10 ,IF Troja/Ljungby  - Borås HC,4 - 3,"0-1, 1-1, 3-1",1015,259,31079,allsvenskan,2010/11,IF Troja/Ljungby,Borås HC,4,3,0-1, 1-1, 3-1,,,0,1,1,1,3,1,,,,,home,away,draw,home,,
2010-11-10 ,Örebro HK  - IK Oskarshamn,6 - 4,"2-3, 3-0, 1-1",1774,259,31080,allsvenskan,2010/11,Örebro HK,IK Oskarshamn,6,4,2-3, 3-0, 1-1,,,2,3,3,0,1,1,,,,,home,away,home,draw,,
2010-11-10 ,Växjö Lakers HC  - Mora IK,2 - 0,"0-0, 1-0, 1-0",2756,259,31081,allsvenskan,2010/11,Växjö Lakers HC,Mora IK,2,0,0-0, 1-0, 1-0,,,0,0,1,0,1,0,,,,,home,draw,home,home,,
2010-11-16 ,VIK Västerås HK  - Leksands IF,1 - 2,"1-2, 0-0, 0-0",5310,259,31082,allsvenskan,2010/11,Västerås IK,Leksands IF,1,2,1-2, 0-0, 0-0,,,1,2,0,0,0,0,,,,,away,away,draw,draw,,
2010-11-17 ,Almtuna IS  - Örebro HK,0 - 3,"0-1, 0-0, 0-2",1371,259,31083,allsvenskan,2010/11,Almtuna IS,Örebro HK,0,3,0-1, 0-0, 0-2,,,0,1,0,0,0,2,,,,,away,away,draw,away,,
2010-11-17 ,IF Malmö Redhawks  - IF Sundsvall Hockey,4 - 1,"1-0, 2-0, 1-1",3736,259,31084,allsvenskan,2010/11,IF Malmö Redhawks,IF Sundsvall Hockey,4,1,1-0, 2-0, 1-1,,,1,0,2,0,1,1,,,,,home,home,home,draw,,
2010-11-17 ,Bofors IK  - Rögle BK,1 - 0,"0-0, 0-0, 1-0",1508,259,31085,allsvenskan,2010/11,Bofors IK,Rögle BK,1,0,0-0, 0-0, 1-0,,,0,0,0,0,1,0,,,,,home,draw,draw,home,,
2010-11-17 ,IK Oskarshamn  - Växjö Lakers HC,3 - 4,"0-3, 1-1, 2-0",3275,259,31086,allsvenskan,2010/11,IK Oskarshamn,Växjö Lakers HC,3,4,0-3, 1-1, 2-0,,,0,3,1,1,2,0,,,,,away,away,draw,home,,
2010-11-17 ,Tingsryds AIF  - Borås HC,2 - 5,"1-2, 1-1, 0-2",2098,259,31087,allsvenskan,2010/11,Tingsryds AIF,Borås HC,2,5,1-2, 1-1, 0-2,,,1,2,1,1,0,2,,,,,away,away,draw,away,,
2010-11-20 ,Mora IK  - IF Troja/Ljungby,5 - 3,"2-1, 2-2, 1-0",2020,259,31088,allsvenskan,2010/11,Mora IK,IF Troja/Ljungby,5,3,2-1, 2-2, 1-0,,,2,1,2,2,1,0,,,,,home,home,draw,home,,
2010-10-25 ,IF Troja/Ljungby  - IK Oskarshamn,3 - 4,"2-0, 0-2, 1-1, 0-1",996,259,31089,allsvenskan,2010/11,IF Troja/Ljungby,IK Oskarshamn,3,4,2-0, 0-2, 1-1, 0-1,,2,0,0,2,1,1,0.0,1.0,,,draw,home,away,draw,away,
2010-11-19 ,Leksands IF  - IF Sundsvall Hockey,4 - 2,"1-0, 2-0, 1-2",4223,259,31090,allsvenskan,2010/11,Leksands IF,IF Sundsvall Hockey,4,2,1-0, 2-0, 1-2,,,1,0,2,0,1,2,,,,,home,home,home,away,,
2010-11-20 ,Rögle BK  - VIK Västerås HK,4 - 2,"1-0, 2-2, 1-0",2781,259,31092,allsvenskan,2010/11,Rögle BK,Västerås IK,4,2,1-0, 2-2, 1-0,,,1,0,2,2,1,0,,,,,home,home,draw,home,,
2010-11-20 ,Örebro HK  - Bofors IK,3 - 6,"0-1, 0-2, 3-3",3442,259,31093,allsvenskan,2010/11,Örebro HK,Bofors IK,3,6,0-1, 0-2, 3-3,,,0,1,0,2,3,3,,,,,away,away,away,draw,,
2010-11-20 ,Växjö Lakers HC  - Almtuna IS,5 - 3,"1-1, 2-1, 2-1",2856,259,31094,allsvenskan,2010/11,Växjö Lakers HC,Almtuna IS,5,3,1-1, 2-1, 2-1,,,1,1,2,1,2,1,,,,,home,draw,home,home,,
2010-11-21 ,IF Malmö Redhawks  - Tingsryds AIF,6 - 1,"2-0, 2-1, 2-0",4420,259,31091,allsvenskan,2010/11,IF Malmö Redhawks,Tingsryds AIF,6,1,2-0, 2-1, 2-0,,,2,0,2,1,2,0,,,,,home,home,home,home,,
2010-11-22 ,Borås HC  - Mora IK,1 - 2,"0-1, 1-0, 0-0, 0-1",2736,259,31095,allsvenskan,2010/11,Borås HC,Mora IK,1,2,0-1, 1-0, 0-0, 0-1,,0,1,1,0,0,0,0.0,1.0,,,draw,away,home,draw,away,
2010-10-20 ,IF Malmö Redhawks  - Leksands IF,3 - 2,"0-0, 0-2, 2-0, 0-0, 1-0",6079,259,31096,allsvenskan,2010/11,IF Malmö Redhawks,Leksands IF,3,2,0-0, 0-2, 2-0, 0-0, 1-0,0,0,0,2,2,0,0.0,0.0,1.0,0.0,draw,draw,away,home,draw,home
2010-11-22 ,Almtuna IS  - IF Troja/Ljungby,7 - 1,"3-0, 2-1, 2-0",903,259,31097,allsvenskan,2010/11,Almtuna IS,IF Troja/Ljungby,7,1,3-0, 2-1, 2-0,,,3,0,2,1,2,0,,,,,home,home,home,home,,
2010-11-22 ,IF Sundsvall Hockey  - Rögle BK,1 - 4,"0-1, 1-3, 0-0",980,259,31098,allsvenskan,2010/11,IF Sundsvall Hockey,Rögle BK,1,4,0-1, 1-3, 0-0,,,0,1,1,3,0,0,,,,,away,away,away,draw,,
2010-11-23 ,Tingsryds AIF  - Mora IK,6 - 2,"2-2, 3-0, 1-0",2067,259,31099,allsvenskan,2010/11,Tingsryds AIF,Mora IK,6,2,2-2, 3-0, 1-0,,,2,2,3,0,1,0,,,,,home,draw,home,home,,
2010-11-24 ,Bofors IK  - Växjö Lakers HC,2 - 5,"0-3, 0-0, 2-2",1543,259,31100,allsvenskan,2010/11,Bofors IK,Växjö Lakers HC,2,5,0-3, 0-0, 2-2,,,0,3,0,0,2,2,,,,,away,away,draw,draw,,
2010-11-25 ,IK Oskarshamn  - Borås HC,1 - 3,"0-2, 1-1, 0-0",2030,259,31101,allsvenskan,2010/11,IK Oskarshamn,Borås HC,1,3,0-2, 1-1, 0-0,,,0,2,1,1,0,0,,,,,away,away,draw,draw,,
2010-11-25 ,VIK Västerås HK  - Örebro HK,4 - 1,"1-1, 0-0, 3-0",3402,259,31102,allsvenskan,2010/11,Västerås IK,Örebro HK,4,1,1-1, 0-0, 3-0,,,1,1,0,0,3,0,,,,,home,draw,draw,home,,
2010-11-27 ,Borås HC  - Almtuna IS,3 - 2,"1-1, 2-1, 0-0",696,259,31103,allsvenskan,2010/11,Borås HC,Almtuna IS,3,2,1-1, 2-1, 0-0,,,1,1,2,1,0,0,,,,,home,draw,home,draw,,
2010-11-27 ,Rögle BK  - IF Malmö Redhawks,6 - 0,"2-0, 2-0, 2-0",4820,259,31106,allsvenskan,2010/11,Rögle BK,IF Malmö Redhawks,6,0,2-0, 2-0, 2-0,,,2,0,2,0,2,0,,,,,home,home,home,home,,
2010-11-27 ,IF Troja/Ljungby  - Bofors IK,3 - 4,"2-2, 1-1, 0-0, 0-1",873,259,31107,allsvenskan,2010/11,IF Troja/Ljungby,Bofors IK,3,4,2-2, 1-1, 0-0, 0-1,,2,2,1,1,0,0,0.0,1.0,,,draw,draw,draw,draw,away,
2010-11-27 ,Leksands IF  - Tingsryds AIF,5 - 4,"0-3, 2-1, 2-0, 1-0",3315,259,31104,allsvenskan,2010/11,Leksands IF,Tingsryds AIF,5,4,0-3, 2-1, 2-0, 1-0,,0,3,2,1,2,0,1.0,0.0,,,draw,away,home,home,home,
2010-11-27 ,Mora IK  - IK Oskarshamn,4 - 3,"2-1, 1-0, 1-2",1893,259,31105,allsvenskan,2010/11,Mora IK,IK Oskarshamn,4,3,2-1, 1-0, 1-2,,,2,1,1,0,1,2,,,,,home,home,home,away,,
2010-11-28 ,Örebro HK  - IF Sundsvall Hockey,5 - 3,"5-0, 0-2, 0-1",1474,259,31108,allsvenskan,2010/11,Örebro HK,IF Sundsvall Hockey,5,3,5-0, 0-2, 0-1,,,5,0,0,2,0,1,,,,,home,home,away,away,,
2010-11-29 ,Växjö Lakers HC  - VIK Västerås HK,3 - 0,"1-0, 0-0, 2-0",2626,259,31109,allsvenskan,2010/11,Växjö Lakers HC,Västerås IK,3,0,1-0, 0-0, 2-0,,,1,0,0,0,2,0,,,,,home,home,draw,home,,
2010-11-26 ,IF Sundsvall Hockey  - Växjö Lakers HC,4 - 6,"1-2, 2-1, 1-3",630,259,31110,allsvenskan,2010/11,IF Sundsvall Hockey,Växjö Lakers HC,4,6,1-2, 2-1, 1-3,,,1,2,2,1,1,3,,,,,away,away,home,away,,
2010-11-30 ,Leksands IF  - Rögle BK,1 - 5,"0-1, 0-2, 1-2",4873,259,31111,allsvenskan,2010/11,Leksands IF,Rögle BK,1,5,0-1, 0-2, 1-2,,,0,1,0,2,1,2,,,,,away,away,away,away,,
2010-12-01 ,Almtuna IS  - Mora IK,4 - 3,"1-2, 1-0, 1-1, 0-0, 1-0",1423,259,31112,allsvenskan,2010/11,Almtuna IS,Mora IK,4,3,1-2, 1-0, 1-1, 0-0, 1-0,1,2,1,0,1,1,0.0,0.0,1.0,0.0,draw,away,home,draw,draw,home
2010-12-01 ,Bofors IK  - Borås HC,7 - 3,"2-1, 4-1, 1-1",1139,259,31113,allsvenskan,2010/11,Bofors IK,Borås HC,7,3,2-1, 4-1, 1-1,,,2,1,4,1,1,1,,,,,home,home,home,draw,,
2010-12-01 ,IF Malmö Redhawks  - Örebro HK,3 - 0,"2-0, 1-0, 0-0",4633,259,31114,allsvenskan,2010/11,IF Malmö Redhawks,Örebro HK,3,0,2-0, 1-0, 0-0,,,2,0,1,0,0,0,,,,,home,home,home,draw,,
2010-12-01 ,Tingsryds AIF  - IK Oskarshamn,3 - 4,"1-1, 0-1, 2-1, 0-1",2226,259,31115,allsvenskan,2010/11,Tingsryds AIF,IK Oskarshamn,3,4,1-1, 0-1, 2-1, 0-1,,1,1,0,1,2,1,0.0,1.0,,,draw,draw,away,home,away,
2010-12-01 ,VIK Västerås HK  - IF Troja/Ljungby,4 - 0,"1-0, 1-0, 2-0",1526,259,31116,allsvenskan,2010/11,Västerås IK,IF Troja/Ljungby,4,0,1-0, 1-0, 2-0,,,1,0,1,0,2,0,,,,,home,home,home,home,,
2010-10-10 ,Växjö Lakers HC  - IF Malmö Redhawks,7 - 3,"5-1, 1-2, 1-0",2839,259,31117,allsvenskan,2010/11,Växjö Lakers HC,IF Malmö Redhawks,7,3,5-1, 1-2, 1-0,,,5,1,1,2,1,0,,,,,home,home,away,home,,
2010-11-23 ,Örebro HK  - Leksands IF,3 - 2,"0-0, 1-1, 1-1, 1-0",3496,259,31118,allsvenskan,2010/11,Örebro HK,Leksands IF,3,2,0-0, 1-1, 1-1, 1-0,,0,0,1,1,1,1,1.0,0.0,,,draw,draw,draw,draw,home,
2010-11-24 ,IF Troja/Ljungby  - IF Sundsvall Hockey,3 - 2,"1-0, 1-0, 0-2, 1-0",911,259,31119,allsvenskan,2010/11,IF Troja/Ljungby,IF Sundsvall Hockey,3,2,1-0, 1-0, 0-2, 1-0,,1,0,1,0,0,2,1.0,0.0,,,draw,home,home,away,home,
2010-12-03 ,IK Oskarshamn  - Almtuna IS,0 - 3,"0-2, 0-1, 0-0",2063,259,31120,allsvenskan,2010/11,IK Oskarshamn,Almtuna IS,0,3,0-2, 0-1, 0-0,,,0,2,0,1,0,0,,,,,away,away,away,draw,,
2010-12-04 ,Mora IK  - Bofors IK,4 - 2,"1-0, 1-1, 2-1",1602,259,31122,allsvenskan,2010/11,Mora IK,Bofors IK,4,2,1-0, 1-1, 2-1,,,1,0,1,1,2,1,,,,,home,home,draw,home,,
2010-12-04 ,Rögle BK  - Tingsryds AIF,4 - 0,"2-0, 1-0, 1-0",2751,259,31123,allsvenskan,2010/11,Rögle BK,Tingsryds AIF,4,0,2-0, 1-0, 1-0,,,2,0,1,0,1,0,,,,,home,home,home,home,,
2010-12-04 ,Borås HC  - VIK Västerås HK,1 - 2,"0-1, 0-0, 1-1",678,259,31121,allsvenskan,2010/11,Borås HC,Västerås IK,1,2,0-1, 0-0, 1-1,,,0,1,0,0,1,1,,,,,away,away,draw,draw,,
2010-11-14 ,Växjö Lakers HC  - Örebro HK,3 - 7,"0-5, 0-1, 3-1",3350,259,31124,allsvenskan,2010/11,Växjö Lakers HC,Örebro HK,3,7,0-5, 0-1, 3-1,,,0,5,0,1,3,1,,,,,away,away,away,home,,
2010-12-07 ,Borås HC  - Leksands IF,1 - 3,"0-0, 1-3, 0-0",1367,259,31125,allsvenskan,2010/11,Borås HC,Leksands IF,1,3,0-0, 1-3, 0-0,,,0,0,1,3,0,0,,,,,away,draw,away,draw,,
2010-12-08 ,Almtuna IS  - VIK Västerås HK,4 - 1,"2-0, 1-0, 1-1",1254,259,31126,allsvenskan,2010/11,Almtuna IS,Västerås IK,4,1,2-0, 1-0, 1-1,,,2,0,1,0,1,1,,,,,home,home,home,draw,,
2010-12-08 ,Mora IK  - IF Malmö Redhawks,2 - 1,"1-0, 0-0, 1-1",2025,259,31127,allsvenskan,2010/11,Mora IK,IF Malmö Redhawks,2,1,1-0, 0-0, 1-1,,,1,0,0,0,1,1,,,,,home,home,draw,draw,,
2010-12-08 ,Tingsryds AIF  - Bofors IK,2 - 6,"1-2, 1-0, 0-4",1953,259,31128,allsvenskan,2010/11,Tingsryds AIF,Bofors IK,2,6,1-2, 1-0, 0-4,,,1,2,1,0,0,4,,,,,away,away,home,away,,
2010-12-08 ,IF Troja/Ljungby  - Rögle BK,2 - 6,"1-3, 0-3, 1-0",1159,259,31129,allsvenskan,2010/11,IF Troja/Ljungby,Rögle BK,2,6,1-3, 0-3, 1-0,,,1,3,0,3,1,0,,,,,away,away,away,home,,
2010-12-09 ,IF Sundsvall Hockey  - IK Oskarshamn,4 - 5,"1-2, 1-2, 2-0, 0-1",648,259,31130,allsvenskan,2010/11,IF Sundsvall Hockey,IK Oskarshamn,4,5,1-2, 1-2, 2-0, 0-1,,1,2,1,2,2,0,0.0,1.0,,,draw,away,away,home,away,
2010-12-11 ,VIK Västerås HK  - Mora IK,3 - 2,"0-1, 2-0, 1-1",1883,259,31135,allsvenskan,2010/11,Västerås IK,Mora IK,3,2,0-1, 2-0, 1-1,,,0,1,2,0,1,1,,,,,home,away,home,draw,,
2010-12-11 ,Bofors IK  - IK Oskarshamn,5 - 1,"4-0, 0-1, 1-0",1333,259,31132,allsvenskan,2010/11,Bofors IK,IK Oskarshamn,5,1,4-0, 0-1, 1-0,,,4,0,0,1,1,0,,,,,home,home,away,home,,
2010-12-11 ,Rögle BK  - Örebro HK,2 - 3,"2-1, 0-1, 0-0, 0-0, 0-1",3400,259,31131,allsvenskan,2010/11,Rögle BK,Örebro HK,2,3,2-1, 0-1, 0-0, 0-0, 0-1,2,1,0,1,0,0,0.0,0.0,0.0,1.0,draw,home,away,draw,draw,away
2010-12-11 ,Tingsryds AIF  - Almtuna IS,3 - 0,"1-0, 1-0, 1-0",1954,259,31134,allsvenskan,2010/11,Tingsryds AIF,Almtuna IS,3,0,1-0, 1-0, 1-0,,,1,0,1,0,1,0,,,,,home,home,home,home,,
2010-12-11 ,Leksands IF  - Växjö Lakers HC,0 - 2,"0-1, 0-1, 0-0",5534,259,31133,allsvenskan,2010/11,Leksands IF,Växjö Lakers HC,0,2,0-1, 0-1, 0-0,,,0,1,0,1,0,0,,,,,away,away,away,draw,,
2010-12-12 ,IF Malmö Redhawks  - IF Troja/Ljungby,6 - 1,"2-0, 2-0, 2-1",3313,259,31136,allsvenskan,2010/11,IF Malmö Redhawks,IF Troja/Ljungby,6,1,2-0, 2-0, 2-1,,,2,0,2,0,2,1,,,,,home,home,home,home,,
2010-12-12 ,IF Sundsvall Hockey  - Borås HC,3 - 2,"2-0, 0-2, 1-0",654,259,31137,allsvenskan,2010/11,IF Sundsvall Hockey,Borås HC,3,2,2-0, 0-2, 1-0,,,2,0,0,2,1,0,,,,,home,home,away,home,,
2010-12-15 ,Almtuna IS  - Bofors IK,3 - 1,"1-0, 1-0, 1-1",1109,259,31138,allsvenskan,2010/11,Almtuna IS,Bofors IK,3,1,1-0, 1-0, 1-1,,,1,0,1,0,1,1,,,,,home,home,home,draw,,
2010-12-15 ,Borås HC  - IF Malmö Redhawks,4 - 2,"1-1, 2-0, 1-1",873,259,31139,allsvenskan,2010/11,Borås HC,IF Malmö Redhawks,4,2,1-1, 2-0, 1-1,,,1,1,2,0,1,1,,,,,home,draw,home,draw,,
2010-12-15 ,Mora IK  - IF Sundsvall Hockey,4 - 2,"0-1, 1-0, 3-1",1760,259,31140,allsvenskan,2010/11,Mora IK,IF Sundsvall Hockey,4,2,0-1, 1-0, 3-1,,,0,1,1,0,3,1,,,,,home,away,home,home,,
2010-12-15 ,IK Oskarshamn  - VIK Västerås HK,1 - 2,"0-0, 0-2, 1-0",2105,259,31141,allsvenskan,2010/11,IK Oskarshamn,Västerås IK,1,2,0-0, 0-2, 1-0,,,0,0,0,2,1,0,,,,,away,draw,away,home,,
2010-12-15 ,IF Troja/Ljungby  - Leksands IF,2 - 3,"0-2, 2-0, 0-1",1055,259,31142,allsvenskan,2010/11,IF Troja/Ljungby,Leksands IF,2,3,0-2, 2-0, 0-1,,,0,2,2,0,0,1,,,,,away,away,home,away,,
2010-12-15 ,Örebro HK  - Tingsryds AIF,6 - 2,"1-1, 2-1, 3-0",1521,259,31143,allsvenskan,2010/11,Örebro HK,Tingsryds AIF,6,2,1-1, 2-1, 3-0,,,1,1,2,1,3,0,,,,,home,draw,home,home,,
2010-12-15 ,Växjö Lakers HC  - Rögle BK,3 - 1,"2-1, 1-0, 0-0",3342,259,31144,allsvenskan,2010/11,Växjö Lakers HC,Rögle BK,3,1,2-1, 1-0, 0-0,,,2,1,1,0,0,0,,,,,home,home,home,draw,,
2010-12-26 ,Växjö Lakers HC  - Tingsryds AIF,6 - 0,"3-0, 3-0, 0-0",3513,259,31145,allsvenskan,2010/11,Växjö Lakers HC,Tingsryds AIF,6,0,3-0, 3-0, 0-0,,,3,0,3,0,0,0,,,,,home,home,home,draw,,
2010-12-27 ,IF Sundsvall Hockey  - Almtuna IS,5 - 6,"3-1, 0-3, 2-1, 0-0, 0-1",1030,259,31146,allsvenskan,2010/11,IF Sundsvall Hockey,Almtuna IS,5,6,3-1, 0-3, 2-1, 0-0, 0-1,3,1,0,3,2,1,0.0,0.0,0.0,1.0,draw,home,away,home,draw,away
2010-12-27 ,IF Malmö Redhawks  - IK Oskarshamn,5 - 0,"1-0, 3-0, 1-0",3828,259,31147,allsvenskan,2010/11,IF Malmö Redhawks,IK Oskarshamn,5,0,1-0, 3-0, 1-0,,,1,0,3,0,1,0,,,,,home,home,home,home,,
2010-12-27 ,Rögle BK  - Borås HC,3 - 2,"1-1, 0-0, 1-1, 1-0",3073,259,31148,allsvenskan,2010/11,Rögle BK,Borås HC,3,2,1-1, 0-0, 1-1, 1-0,,1,1,0,0,1,1,1.0,0.0,,,draw,draw,draw,draw,home,
2010-12-27 ,Örebro HK  - IF Troja/Ljungby,3 - 5,"1-1, 0-3, 2-1",3411,259,31149,allsvenskan,2010/11,Örebro HK,IF Troja/Ljungby,3,5,1-1, 0-3, 2-1,,,1,1,0,3,2,1,,,,,away,draw,away,home,,
2010-12-27 ,VIK Västerås HK  - Bofors IK,6 - 2,"3-0, 1-1, 2-1",2623,259,31150,allsvenskan,2010/11,Västerås IK,Bofors IK,6,2,3-0, 1-1, 2-1,,,3,0,1,1,2,1,,,,,home,home,draw,home,,
2011-02-26 ,Leksands IF  - Mora IK,1 - 4,"0-0, 1-3, 0-1",17319,259,31151,allsvenskan,2010/11,Leksands IF,Mora IK,1,4,0-0, 1-3, 0-1,,,0,0,1,3,0,1,,,,,away,draw,away,away,,
2010-12-29 ,Almtuna IS  - IF Malmö Redhawks,1 - 0,"0-0, 1-0, 0-0",1711,259,31152,allsvenskan,2010/11,Almtuna IS,IF Malmö Redhawks,1,0,0-0, 1-0, 0-0,,,0,0,1,0,0,0,,,,,home,draw,home,draw,,
2010-12-29 ,Bofors IK  - IF Sundsvall Hockey,4 - 1,"1-0, 2-0, 1-1",1451,259,31153,allsvenskan,2010/11,Bofors IK,IF Sundsvall Hockey,4,1,1-0, 2-0, 1-1,,,1,0,2,0,1,1,,,,,home,home,home,draw,,
2010-12-29 ,Borås HC  - Örebro HK,3 - 4,"1-0, 2-3, 0-1",1089,259,31154,allsvenskan,2010/11,Borås HC,Örebro HK,3,4,1-0, 2-3, 0-1,,,1,0,2,3,0,1,,,,,away,home,away,away,,
2010-12-29 ,Mora IK  - Rögle BK,5 - 2,"3-1, 0-0, 2-1",2912,259,31155,allsvenskan,2010/11,Mora IK,Rögle BK,5,2,3-1, 0-0, 2-1,,,3,1,0,0,2,1,,,,,home,home,draw,home,,
2010-12-29 ,IK Oskarshamn  - Leksands IF,0 - 5,"0-2, 0-2, 0-1",3045,259,31156,allsvenskan,2010/11,IK Oskarshamn,Leksands IF,0,5,0-2, 0-2, 0-1,,,0,2,0,2,0,1,,,,,away,away,away,away,,
2010-12-29 ,Tingsryds AIF  - VIK Västerås HK,5 - 3,"1-1, 3-2, 1-0",2160,259,31157,allsvenskan,2010/11,Tingsryds AIF,Västerås IK,5,3,1-1, 3-2, 1-0,,,1,1,3,2,1,0,,,,,home,draw,home,home,,
2010-12-29 ,IF Troja/Ljungby  - Växjö Lakers HC,5 - 4,"1-1, 1-2, 3-1",2368,259,31158,allsvenskan,2010/11,IF Troja/Ljungby,Växjö Lakers HC,5,4,1-1, 1-2, 3-1,,,1,1,1,2,3,1,,,,,home,draw,away,home,,
2010-10-25 ,Växjö Lakers HC  - Borås HC,3 - 2,"1-0, 1-0, 1-2",2391,259,31159,allsvenskan,2010/11,Växjö Lakers HC,Borås HC,3,2,1-0, 1-0, 1-2,,,1,0,1,0,1,2,,,,,home,home,home,away,,
2011-01-03 ,IF Sundsvall Hockey  - VIK Västerås HK,1 - 2,"0-0, 0-1, 1-0, 0-0, 0-1",968,259,31160,allsvenskan,2010/11,IF Sundsvall Hockey,Västerås IK,1,2,0-0, 0-1, 1-0, 0-0, 0-1,0,0,0,1,1,0,0.0,0.0,0.0,1.0,draw,draw,away,home,draw,away
2011-01-05 ,IF Troja/Ljungby  - Tingsryds AIF,6 - 3,"3-2, 1-1, 2-0",2197,259,31163,allsvenskan,2010/11,IF Troja/Ljungby,Tingsryds AIF,6,3,3-2, 1-1, 2-0,,,3,2,1,1,2,0,,,,,home,home,draw,home,,
2011-01-05 ,Leksands IF  - Almtuna IS,1 - 2,"0-0, 1-1, 0-1",4343,259,31161,allsvenskan,2010/11,Leksands IF,Almtuna IS,1,2,0-0, 1-1, 0-1,,,0,0,1,1,0,1,,,,,away,draw,draw,away,,
2011-01-05 ,Rögle BK  - IK Oskarshamn,3 - 2,"1-1, 1-0, 0-1, 1-0",2392,259,31162,allsvenskan,2010/11,Rögle BK,IK Oskarshamn,3,2,1-1, 1-0, 0-1, 1-0,,1,1,1,0,0,1,1.0,0.0,,,draw,draw,home,away,home,
2011-01-05 ,Örebro HK  - Mora IK,0 - 5,"0-2, 0-1, 0-2",2001,259,31164,allsvenskan,2010/11,Örebro HK,Mora IK,0,5,0-2, 0-1, 0-2,,,0,2,0,1,0,2,,,,,away,away,away,away,,
2011-01-11 ,IF Malmö Redhawks  - Bofors IK,3 - 2,"0-2, 1-0, 1-0, 0-0, 1-0",3691,259,31165,allsvenskan,2010/11,IF Malmö Redhawks,Bofors IK,3,2,0-2, 1-0, 1-0, 0-0, 1-0,0,2,1,0,1,0,0.0,0.0,1.0,0.0,draw,away,home,home,draw,home
2010-11-14 ,Borås HC  - IF Troja/Ljungby,1 - 5,"1-0, 0-5, 0-0",707,259,31172,allsvenskan,2010/11,Borås HC,IF Troja/Ljungby,1,5,1-0, 0-5, 0-0,,,1,0,0,5,0,0,,,,,away,home,away,draw,,
2011-01-07 ,Almtuna IS  - Rögle BK,1 - 0,"0-0, 1-0, 0-0",1507,259,31166,allsvenskan,2010/11,Almtuna IS,Rögle BK,1,0,0-0, 1-0, 0-0,,,0,0,1,0,0,0,,,,,home,draw,home,draw,,
2011-01-07 ,Bofors IK  - Leksands IF,4 - 3,"0-1, 1-1, 2-1, 0-0, 1-0",2647,259,31167,allsvenskan,2010/11,Bofors IK,Leksands IF,4,3,0-1, 1-1, 2-1, 0-0, 1-0,0,1,1,1,2,1,0.0,0.0,1.0,0.0,draw,away,draw,home,draw,home
2011-01-07 ,Mora IK  - Växjö Lakers HC,3 - 2,"1-1, 2-0, 0-1",2592,259,31168,allsvenskan,2010/11,Mora IK,Växjö Lakers HC,3,2,1-1, 2-0, 0-1,,,1,1,2,0,0,1,,,,,home,draw,home,away,,
2011-01-07 ,IK Oskarshamn  - Örebro HK,2 - 3,"0-0, 1-1, 1-1, 0-1",2055,259,31169,allsvenskan,2010/11,IK Oskarshamn,Örebro HK,2,3,0-0, 1-1, 1-1, 0-1,,0,0,1,1,1,1,0.0,1.0,,,draw,draw,draw,draw,away,
2011-01-07 ,Tingsryds AIF  - IF Sundsvall Hockey,0 - 3,"0-2, 0-1, 0-0",2357,259,31170,allsvenskan,2010/11,Tingsryds AIF,IF Sundsvall Hockey,0,3,0-2, 0-1, 0-0,,,0,2,0,1,0,0,,,,,away,away,away,draw,,
2011-01-07 ,IF Malmö Redhawks  - VIK Västerås HK,2 - 0,"1-0, 1-0, 0-0",4016,259,31171,allsvenskan,2010/11,IF Malmö Redhawks,Västerås IK,2,0,1-0, 1-0, 0-0,,,1,0,1,0,0,0,,,,,home,home,home,draw,,
2011-01-09 ,Borås HC  - Tingsryds AIF,4 - 3,"1-0, 2-1, 1-2",1051,259,31173,allsvenskan,2010/11,Borås HC,Tingsryds AIF,4,3,1-0, 2-1, 1-2,,,1,0,2,1,1,2,,,,,home,home,home,away,,
2011-01-09 ,IF Sundsvall Hockey  - IF Malmö Redhawks,4 - 3,"1-0, 0-2, 2-1, 1-0",822,259,31174,allsvenskan,2010/11,IF Sundsvall Hockey,IF Malmö Redhawks,4,3,1-0, 0-2, 2-1, 1-0,,1,0,0,2,2,1,1.0,0.0,,,draw,home,away,home,home,
2011-01-09 ,Rögle BK  - Bofors IK,4 - 2,"1-1, 2-0, 1-1",2355,259,31175,allsvenskan,2010/11,Rögle BK,Bofors IK,4,2,1-1, 2-0, 1-1,,,1,1,2,0,1,1,,,,,home,draw,home,draw,,
2011-01-09 ,IF Troja/Ljungby  - Mora IK,2 - 5,"0-2, 2-2, 0-1",2680,259,31176,allsvenskan,2010/11,IF Troja/Ljungby,Mora IK,2,5,0-2, 2-2, 0-1,,,0,2,2,2,0,1,,,,,away,away,draw,away,,
2011-01-09 ,Örebro HK  - Almtuna IS,1 - 2,"0-0, 0-2, 1-0",1533,259,31177,allsvenskan,2010/11,Örebro HK,Almtuna IS,1,2,0-0, 0-2, 1-0,,,0,0,0,2,1,0,,,,,away,draw,away,home,,
2011-01-09 ,Växjö Lakers HC  - IK Oskarshamn,7 - 1,"5-0, 1-0, 1-1",2409,259,31178,allsvenskan,2010/11,Växjö Lakers HC,IK Oskarshamn,7,1,5-0, 1-0, 1-1,,,5,0,1,0,1,1,,,,,home,home,home,draw,,
